Week,VOLUME_OF_SALES,ACTUAL_PRICE,COMPETITOR1_PRICE,COMPETITOR2_PRICE,COMPETITOR3_PRICE,COMPETITOR4_PRICE,COMPETITOR5_PRICE,COMPETITOR6_PRICE,COMPETITOR7_PRICE,Promotion A dummy,Promotion B dummy,Promotion C dummy,Promotion D dummy,Promotion E dummy,Week from promotion start,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Promotion A dummy Week 1,Promotion A dummy Week 2,Promotion A dummy Week 3,Promotion A dummy Week 4,Promotion A dummy Week 5,Promotion A dummy Week 6,Promotion A dummy Week 7,Promotion B dummy Week 1,Promotion B dummy Week 2,Promotion B dummy Week 3,Promotion B dummy Week 4,Promotion B dummy Week 5,Promotion B dummy Week 6,Promotion B dummy Week 7,Promotion C dummy Week 1,Promotion C dummy Week 2,Promotion C dummy Week 3,Promotion C dummy Week 4,Promotion C dummy Week 5,Promotion C dummy Week 6,Promotion C dummy Week 7,Promotion D dummy Week 1,Promotion D dummy Week 2,Promotion D dummy Week 3,Promotion D dummy Week 4,Promotion D dummy Week 5,Promotion D dummy Week 6,Promotion D dummy Week 7,Promotion E dummy Week 1,Promotion E dummy Week 2,Promotion E dummy Week 3,Promotion E dummy Week 4,Promotion E dummy Week 5,Promotion E dummy Week 6,Promotion E dummy Week 7,TYPE_OF_PROMOTION_2,DISCOUNT1_ACTUAL_PRICE,BASE1_ACTUAL_PRICE,BASE2_ACTUAL_PRICE_x,DISCOUNT2_ACTUAL_PRICE_x,BASE2_ACTUAL_PRICE_HP_C,BASE2_ACTUAL_PRICE_HP_T,Intercept model 3,Model 3 smoothed volumes,DISCOUNT1_VOLUME_OF_SALES,BASE1_VOLUME_OF_SALES,BASE2_VOLUME_OF_SALES,DISCOUNT2_VOLUME_OF_SALES,Model 3 smoothed volumes filtered,trend,BASE2_ACTUAL_PRICE_HP_T ON PROM,id.1,Competitor1_Price_Impact,Competitor2_Price_Impact,Competitor3_Price_Impact,Competitor4_Price_Impact,Competitor5_Price_Impact,Competitor6_Price_Impact,Price_Diff_1,Price_Diff_2,Price_Diff_3,Price_Diff_4,Price_Diff_5,Price_Diff_6,Price_Relative_Diff__1,Price_Relative_Diff__2,Price_Relative_Diff__3,Price_Relative_Diff__4,Price_Relative_Diff__5,Price_Relative_Diff__6,Price_log_Diff_1,Price_log_Diff_2,Price_log_Diff_3,Price_log_Diff_4,Price_log_Diff_5,Price_log_Diff_6,Unnamed: 0_y,DISCOUNT2_ACTUAL_PRICE_y,BASE2_ACTUAL_PRICE_y,TYPE_COMPETITOR1_PRICE_3,TYPE_COMPETITOR2_PRICE_3,TYPE_COMPETITOR3_PRICE_3,TYPE_COMPETITOR4_PRICE_3,TYPE_COMPETITOR5_PRICE_3,TYPE_COMPETITOR6_PRICE_3,TYPE_COMPETITOR7_PRICE_3,BASE2_COMPETITOR1_PRICE,BASE2_COMPETITOR2_PRICE,BASE2_COMPETITOR3_PRICE,BASE2_COMPETITOR4_PRICE,BASE2_COMPETITOR5_PRICE,BASE2_COMPETITOR6_PRICE,BASE2_COMPETITOR7_PRICE,DISCOUNT2_COMPETITOR1_PRICE,DISCOUNT2_COMPETITOR2_PRICE,DISCOUNT2_COMPETITOR3_PRICE,DISCOUNT2_COMPETITOR4_PRICE,DISCOUNT2_COMPETITOR5_PRICE,DISCOUNT2_COMPETITOR6_PRICE,DISCOUNT2_COMPETITOR7_PRICE,BASE1_COMPETITOR1_PRICE,BASE1_COMPETITOR2_PRICE,BASE1_COMPETITOR3_PRICE,BASE1_COMPETITOR4_PRICE,BASE1_COMPETITOR5_PRICE,BASE1_COMPETITOR6_PRICE,BASE1_COMPETITOR7_PRICE,DISCOUNT1_COMPETITOR1_PRICE,DISCOUNT1_COMPETITOR2_PRICE,DISCOUNT1_COMPETITOR3_PRICE,DISCOUNT1_COMPETITOR4_PRICE,DISCOUNT1_COMPETITOR5_PRICE,DISCOUNT1_COMPETITOR6_PRICE,DISCOUNT1_COMPETITOR7_PRICE,time_from_prev2,time_from_prev_A,time_from_prev_B,time_from_prev_C,time_from_prev_D,time_from_prev_E,LAST_DISCOUNT,VOLUME_LAG1,VOLUME_LAG2,VOLUME_LAG3,VOLUME_AVGLAG2,VOLUME_AVGLAG3,BASE2_ACTUAL_PRICE_PROM,VOLUMES_LAST_PROM,TIME_LAST_PROM,AVG_VOL_LAST_PROM,COMPETITORS,COMP_1_only,COMP_2_only,COMP_2,COMP_3,COMP_4,COMP_5,COMP_6,COMP_7
96,73188,0.906,0.645,0,1.281,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.174863388,1.098,1.119875,0.190981136,-0.002017666,1.121892666,58966.38742,58966.38742,-0.412459472,51816,46870.5,-0.561493903,54721.88396,54721.88396,1.121892666,95,0.066218332,0,0.003607415,0,0,0,0.261,0.906,-0.375,0.906,0.906,0.906,0.404651163,0,-0.292740047,0,0,0,0.339788989,0,-0.346356996,0,0,0,95,0.192436115,1.121892666,0,0,0,0,0,0,0,0.645,0,1.281,0,0,0,0,0,0,0,0,0,0,0,0.645,0,1.281,0,0,0,0,0,0,0,0,0,0,0,1,21,25,8,1,0,0.208365365,128880,63696,131976,96288,108184,-0.213875,224928,4,56232,2,0,1,1,0,0,0,0,0
97,46164,1.123,0.724,0,1.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123,1.123,0,-0.003327013,1.126327013,58852.70302,46164,0,46164,46164,0,46164,52990.12717,1.123,96,-0.331709282,0,-0.006342528,0,0,0,0.399,1.123,-0.161,1.123,1.123,1.123,0.551104972,0,-0.125389408,0,0,0,0.438967562,0,-0.13397653,0,0,0,96,0,1.123,0,0,0,0,0,0,0,0.724,0,1.284,0,0,0,0,0,0,0,0,0,0,0,0.724,0,1.284,0,0,0,0,0,0,0,0,0,0,0,1,22,26,9,1,0,0.208365365,73188,128880,63696,101034,88588,0,314850,7,44978.57143,2,0,1,1,0,0,0,0,0
98,139380,0.944,0.633,0,1.303,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.159394479,1.123,1.128166667,0.163244202,-0.002775037,1.130941704,58037.36827,60284.54524,-2.019235768,46164,45778,-2.044693958,51272.69292,51272.69292,1.130941704,97,-0.062246623,0,0.007328271,0,0,0,0.311,0.944,-0.359,0.944,0.944,0.944,0.491311216,0,-0.275518035,0,0,0,0.399655744,0,-0.322298411,0,0,0,97,0.165297383,1.130941704,1,0,0,0,0,0,0,0.680176087,0,1.303,0,0,0,0,0.069358638,0,0,0,0,0,0,0.6845,0,1.303,0,0,0,0,0.0752374,0,0,0,0,0,0,2,23,27,10,2,0,0.208365365,46164,73188,128880,59676,82744,-0.184166667,314850,7,44978.57143,2,0,1,1,0,0,0,0,0
99,64368,0.957,0.631,0,1.3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.147818344,1.123,1.133333333,0.155588235,-0.001769395,1.135102728,57610.17684,38423.44726,-0.394333247,46164,45392,-0.418047233,49816.02786,49816.02786,1.135102728,98,0.005870783,0,0.004278057,0,0,0,0.326,0.957,-0.343,0.957,0.957,0.957,0.516640254,0,-0.263846154,0,0,0,0.416497529,0,-0.306316152,0,0,0,98,0.156904502,1.135102728,1,0,0,0,0,0,0,0.678901712,0,1.3,0,0,0,0,0.070557654,0,0,0,0,0,0,0.6845,0,1.3,0,0,0,0,0.07815924,0,0,0,0,0,0,1,24,28,11,3,1,0.208365365,139380,46164,73188,92772,86244,-0.176333333,314850,7,44978.57143,2,0,1,1,0,0,0,0,0
100,39336,1.025,0.662,0,1.299,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.087266251,1.123,1.1385,0.099692578,0.000601427,1.137898573,57323.14151,38563.19166,0.14790746,46164,45006,0.125983202,49767.76391,49767.76391,1.137898573,99,-0.126330088,0,0.001978022,0,0,0,0.363,1.025,-0.274,1.025,1.025,1.025,0.548338369,0,-0.210931486,0,0,0,0.437182336,0,-0.236902125,0,0,0,99,0.099216728,1.137898573,0,0,0,0,0,0,0,0.662,0,1.299,0,0,0,0,0,0,0,0,0,0,0,0.662,0,1.299,0,0,0,0,0,0,0,0,0,0,0,1,25,29,12,4,1,0.208365365,64368,139380,46164,101874,83304,-0.1135,314850,7,44978.57143,2,0,1,1,0,0,0,0,0
101,137448,0.874,0.612,0,1.28,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.221727516,1.123,1.143666667,0.235791314,0.00542588,1.138240786,57288.00823,57288.00823,-1.977384975,46164,44620,-2.080412371,51136.27489,51136.27489,1.138240786,100,-0.030281688,0,-0.005864251,0,0,0,0.262,0.874,-0.406,0.874,0.874,0.874,0.428104575,0,-0.3171875,0,0,0,0.356348093,0,-0.381534981,0,0,0,100,0.232148408,1.138240786,1,0,0,0,0,0,0,0.678613797,0,1.28,0,0,0,0,0.098161572,0,0,0,0,0,0,0.662,0,1.28,0,0,0,0,0.075528701,0,0,0,0,0,0,1,26,30,13,5,1,0.208365365,39336,64368,139380,51852,81028,-0.269666666,314850,7,44978.57143,2,0,1,1,0,0,0,0,0
102,74268,0.961,0.669,0,1.286,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0.144256456,1.123,1.148833333,0.163499202,0.013732276,1.135101057,57610.34844,57610.34844,-0.608786067,46164,44234,-0.67897997,52809.47742,52809.47742,1.135101057,101,-0.202619965,0,-0.01019765,0,0,0,0.292,0.961,-0.325,0.961,0.961,0.961,0.436472347,0,-0.252721617,0,0,0,0.362190349,0,-0.291317496,0,0,0,101,0.153379345,1.135101057,0,0,0,0,0,0,0,0.669,0,1.286,0,0,0,0,0,0,0,0,0,0,0,0.669,0,1.286,0,0,0,0,0,0,0,0,0,0,0,1,27,31,14,6,1,0.232148408,137448,39336,64368,88392,80384,-0.187833333,314850,7,44978.57143,2,0,1,1,0,0,0,0,0
103,43848,1.154,0.671,0,1.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,1.154,0,0.026006337,1.127993663,55670.08912,43848,0,43848,43848,0,43848,54290.46144,1.154,102,-0.007298715,0,-0.066446115,0,0,0,0.483,1.154,-0.167,1.154,1.154,1.154,0.719821162,0,-0.126419379,0,0,0,0.54222031,0,-0.135154857,0,0,0,102,0,1.154,0,0,0,0,0,0,0,0.671,0,1.321,0,0,0,0,0,0,0,0,0,0,0,0.671,0,1.321,0,0,0,0,0,0,0,0,0,0,0,1,28,32,15,7,1,0.232148408,74268,137448,39336,105858,83684,0,229770,5,45954,2,0,1,1,0,0,0,0,0
104,66768,1.129,0.732,0,1.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.129,1.129,0,0.011193889,1.117806111,58236.71324,66768,0,66768,66768,0,66768,55562.404,1.129,103,0.173917182,0,0.018826765,0,0,0,0.397,1.129,-0.205,1.129,1.129,1.129,0.542349727,0,-0.153673163,0,0,0,0.43330705,0,-0.166849662,0,0,0,103,0,1.129,0,0,0,0,0,0,0,0.732,0,1.334,0,0,0,0,0,0,0,0,0,0,0,0.732,0,1.334,0,0,0,0,0,0,0,0,0,0,0,2,29,33,16,8,2,0.232148408,43848,74268,137448,59058,85188,0,229770,5,45954,2,0,1,1,0,0,0,0,0
105,63900,1.072,0.688,0,1.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,1.072,0,-0.036026538,1.108026538,64088.61622,63900,0,63900,63900,0,63900,55564.23601,1.072,104,1.399364383,0,0.994736941,0,0,0,0.384,1.072,-0.205,1.072,1.072,1.072,0.558139535,0,-0.160532498,0,0,0,0.443492504,0,-0.174987514,0,0,0,104,0,1.072,1,0,0,0,0,0,0,0.713750876,0,1.277,0,0,0,0,0.036078241,0,0,0,0,0,0,0.690666667,0,1.277,0,0,0,0,0.003861004,0,0,0,0,0,0,3,30,34,17,9,3,0.232148408,66768,43848,74268,55308,61628,0,229770,5,45954,2,0,1,1,0,0,0,0,0
106,188064,0.938,0.644,0,1.282,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.161251863,1.118333333,1.086666667,0.136809816,-0.016595808,1.103262475,60879.05534,79212.65515,-2.232895551,58172,61916,-2.037405517,54355.44798,54355.44798,1.103262475,105,-0.032913146,0,0.002015043,0,0,0,0.294,0.938,-0.344,0.938,0.938,0.938,0.456521739,0,-0.268330733,0,0,0,0.376051223,0,-0.312426688,0,0,0,105,0.149794341,1.103262475,1,0,0,0,0,0,0,0.72147234,0,1.282,0,0,0,0,0.107380887,0,0,0,0,0,0,0.690666667,0,1.282,0,0,0,0,0.067567568,0,0,0,0,0,0,4,31,35,18,10,4,0.232148408,63900,66768,43848,65334,58172,-0.148666667,229770,5,45954,2,0,1,1,0,0,0,0,0
107,73176,1.112,0.718,0,1.295,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005663189,1.118333333,1.101333333,-0.00968523,-0.003185461,1.104518794,60750.07535,5611.955903,-0.257924775,58172,59932,-0.220983782,52829.1068,52829.1068,1.104518794,106,-0.188094827,0,-0.016599168,0,0,0,0.394,1.112,-0.183,1.112,1.112,1.112,0.548746518,0,-0.141312741,0,0,0,0.437445906,0,-0.152350499,0,0,0,106,-0.006773272,1.104518794,0,0,0,0,0,0,0,0.718,0,1.295,0,0,0,0,0,0,0,0,0,0,0,0.718,0,1.295,0,0,0,0,0,0,0,0,0,0,0,1,1,36,19,11,5,0.149794341,188064,63900,66768,125982,106244,0.010666667,229770,5,45954,2,0,1,1,0,0,0,0,0
108,57948,1.116,0.74,0,1.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116,1.116,0,0.00485921,1.11114079,59571.35778,57948,0,57948,57948,0,57948,54364.00009,1.116,107,-0.147239398,0,0.107610346,0,0,0,0.376,1.116,-0.15,1.116,1.116,1.116,0.508108108,0,-0.118483412,0,0,0,0.410855957,0,-0.12611146,0,0,0,107,0,1.116,0,0,0,0,0,0,0,0.74,0,1.266,0,0,0,0,0,0,0,0,0,0,0,0.74,0,1.266,0,0,0,0,0,0,0,0,0,0,0,1,1,37,20,12,6,0.149794341,73176,188064,63900,130620,108380,0,139392,2,69696,2,0,1,1,0,0,0,0,0
109,62148,1.107,0.693,0,1.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.107,1.107,0,-0.01515521,1.12215521,60495.34246,62148,0,62148,62148,0,62148,57617.2004,1.107,108,-0.876305019,0,0.283353645,0,0,0,0.414,1.107,-0.185,1.107,1.107,1.107,0.597402597,0,-0.143188854,0,0,0,0.468378934,0,-0.154537752,0,0,0,108,0,1.107,1,0,0,0,0,0,0,0.736043411,0,1.292,0,0,0,0,0.058479446,0,0,0,0,0,0,0.729,0,1.292,0,0,0,0,0.049382716,0,0,0,0,0,0,2,2,38,21,13,7,0.149794341,57948,73176,188064,65562,106396,0,139392,2,69696,2,0,1,1,0,0,0,0,0
110,134256,1.031,0.652,0,1.198,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0.072424651,1.1115,1.12975,0.087408719,-0.007324722,1.137074722,57407.72222,55160.54524,-1.235811351,60048,65283,-1.056523138,61604.18023,61604.18023,1.137074722,109,-0.050991094,0,-0.062705993,0,0,0,0.379,1.031,-0.167,1.031,1.031,1.031,0.581288344,0,-0.139398998,0,0,0,0.458239922,0,-0.150124295,0,0,0,109,0.09328738,1.137074722,1,0,1,0,0,0,0,0.738644691,0,1.322900461,0,0,0,0,0.117302259,0,0.094414103,0,0,0,0,0.729,0,1.278722222,0,0,0,0,0.105624143,0,0.063127254,0,0,0,0,3,3,39,22,14,8,0.149794341,62148,57948,73176,60048,64424,-0.09875,139392,2,69696,2,0,1,1,0,0,0,0,0
111,100812,1.037,0.733,0,1.277,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0.067026541,1.1115,1.1525,0.10021692,-0.001396473,1.153896473,55680.71769,74867.44726,-0.678856914,60048,68418,-0.473471893,65793.49208,65793.49208,1.153896473,110,-0.498715553,0,-0.264719395,0,0,0,0.304,1.037,-0.24,1.037,1.037,1.037,0.41473397,0,-0.187940486,0,0,0,0.346941506,0,-0.208181648,0,0,0,110,0.101305859,1.153896473,0,0,1,0,0,0,0,0.733,0,1.338256154,0,0,0,0,0,0,0.045773116,0,0,0,0,0.733,0,1.278722222,0,0,0,0,0,0,0.001346831,0,0,0,0,1,4,40,23,15,1,0.149794341,134256,62148,57948,98202,84784,-0.1155,139392,2,69696,2,0,1,1,0,0,0,0,0
112,73572,1.222,0.74,0,1.364,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,-0.099415205,1.1115,1.17525,-0.03977877,0.00536486,1.16988514,54039.24181,72799.19166,-0.225219824,60048,71553,-0.028216846,69009.32493,69009.32493,1.16988514,111,-0.035342657,0,-0.252135201,0,0,0,0.482,1.222,-0.142,1.222,1.222,1.222,0.651351351,0,-0.104105572,0,0,0,0.501593954,0,-0.109932699,0,0,0,111,-0.044546989,1.16988514,0,0,0,0,0,0,0,0.74,0,1.364,0,0,0,0,0,0,0,0,0,0,0,0.74,0,1.364,0,0,0,0,0,0,0,0,0,0,0,1,5,41,24,16,1,0.101305859,100812,134256,62148,117534,99072,0.04675,139392,2,69696,2,0,1,1,0,0,0,0,0
113,74688,1.198,0.741,0,1.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.198,1.198,0,0.015834251,1.182165749,51152.83069,74688,0,74688,74688,0,74688,70983.26329,1.198,112,0.089087475,0,2.416595718,0,0,0,0.457,1.198,-0.216,1.198,1.198,1.198,0.616734143,0,-0.152758133,0,0,0,0.480408153,0,-0.165769068,0,0,0,112,0,1.198,0,0,0,0,0,0,0,0.741,0,1.414,0,0,0,0,0,0,0,0,0,0,0,0.741,0,1.414,0,0,0,0,0,0,0,0,0,0,0,1,6,42,25,17,1,0.101305859,73572,100812,134256,87192,102880,0,103386,3,34462,2,0,1,1,0,0,0,0,0
114,185892,0.849,0.683,0,1.349,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.291318865,1.198,1.196666667,0.290529248,0.008266851,1.188399815,52138.43331,85317.27681,-1.488913882,74688,67128,-1.769217018,71825.87832,71825.87832,1.188399815,113,-0.05257027,0,-0.030874104,0,0,0,0.166,0.849,-0.5,0.849,0.849,0.849,0.243045388,0,-0.370644922,0,0,0,0.217564327,0,-0.46305967,0,0,0,113,0.285593965,1.188399815,1,0,0,0,0,0,0,0.744329519,0,1.349,0,0,0,0,0.082395657,0,0,0,0,0,0,0.738,0,1.349,0,0,0,0,0.074525745,0,0,0,0,0,0,2,7,43,26,18,2,0.101305859,74688,73572,100812,74130,83024,-0.347666666,103386,3,34462,2,0,1,1,0,0,0,0,0
115,70632,0.993,0.666,0,1.309,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.171118531,1.198,1.195333333,0.169269381,0.007501056,1.187832277,52196.69959,52840.74022,0.054305913,74688,59568,-0.185737309,72018.21487,72018.21487,1.187832277,114,0.040143044,0,0.047822263,0,0,0,0.327,0.993,-0.316,0.993,0.993,0.993,0.490990991,0,-0.241405653,0,0,0,0.399440994,0,-0.276288102,0,0,0,114,0.16402339,1.187832277,1,0,1,0,0,0,0,0.741627528,0,1.336192913,0,0,0,0,0.101975083,0,0.020351038,0,0,0,0,0.738,0,1.375666667,0,0,0,0,0.097560976,0,0.048461352,0,0,0,0,1,8,1,27,19,3,0.285593965,185892,74688,73572,130290,111384,-0.202333333,103386,3,34462,2,0,1,1,0,0,0,0,0
116,52008,1.194,0.755,0,1.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194,1.194,0,0.013465241,1.180534759,51563.49054,52008,0,52008,52008,0,52008,73390.45765,1.194,115,-0.506809,0,0.017383617,0,0,0,0.439,1.194,-0.109,1.194,1.194,1.194,0.581456954,0,-0.083653108,0,0,0,0.458346545,0,-0.087360283,0,0,0,115,0,1.194,0,0,1,0,0,0,0,0.755,0,1.32069285,0,0,0,0,0,0,0.013396643,0,0,0,0,0.755,0,1.375666667,0,0,0,0,0,0,0.052822874,0,0,0,0,1,9,1,28,20,4,0.285593965,70632,185892,74688,128262,110404,0,129828,2,64914,2,0,1,1,0,0,0,0,0
117,190176,0.938,0.612,0,1.292,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.21440536,1.194,1.172666667,0.200113701,0.005337676,1.16732899,54301.66879,113799.4989,-2.656668205,52008,53832,-2.532768613,75855.04387,75855.04387,1.16732899,116,-0.071293801,0,-0.003177686,0,0,0,0.326,0.938,-0.354,0.938,0.938,0.938,0.532679739,0,-0.273993808,0,0,0,0.427017666,0,-0.320196735,0,0,0,116,0.196456177,1.16732899,1,0,0,0,0,0,0,0.725026913,0,1.292,0,0,0,0,0.155893403,0,0,0,0,0,0,0.755,0,1.292,0,0,0,0,0.189403974,0,0,0,0,0,0,2,10,2,29,21,5,0.285593965,52008,70632,185892,61320,102844,-0.234666666,129828,2,64914,2,0,1,1,0,0,0,0,0
118,79548,0.981,0.644,0,1.304,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.17839196,1.194,1.151333333,0.147944412,0.000950108,1.150383226,56041.40514,64963.60314,-0.529533918,52008,55656,-0.429279862,77186.16502,77186.16502,1.150383226,117,-0.08988541,0,-0.015966487,0,0,0,0.337,0.981,-0.323,0.981,0.981,0.981,0.523291925,0,-0.247699387,0,0,0,0.420873733,0,-0.284619283,0,0,0,117,0.147240695,1.150383226,1,0,0,0,0,0,0,0.712784005,0,1.304,0,0,0,0,0.096500489,0,0,0,0,0,0,0.755,0,1.304,0,0,0,0,0.147019868,0,0,0,0,0,0,1,11,3,1,22,6,0.196456177,190176,52008,70632,121092,104272,-0.170333334,129828,2,64914,2,0,1,1,0,0,0,0,0
119,57480,1.13,0.69,0.592,1.256,0.608,0.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,1.13,0,-0.002399486,1.132399486,58134.04827,57480,0,57480,57480,0,57480,78952.45805,1.13,118,-0.25747689,0,0.132687477,0,0,0,0.44,0.538,-0.126,0.522,0.166,1.13,0.637681159,0.908783784,-0.100318471,0.858552632,0.17219917,0,0.493281314,0.646466277,-0.105714435,0.61979803,0.158881617,0,118,0,1.13,0,0,0,0,0,0,0,0.69,0.592,1.256,0.608,0.964,0,0,0,0,0,0,0,0,0,0.69,0.592,1.256,0.608,0.964,0,0,0,0,0,0,0,0,0,1,12,4,1,23,7,0.196456177,79548,190176,52008,134862,107244,0,160236,2,80118,5,0,0,1,1,1,1,0,0
120,183804,0.917,0.652,0.497,1.259,0.547,0.663,0,0.89,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.188495575,1.13,1.1115,0.174988754,-0.004674803,1.116174803,59553.41161,104448.5204,-2.197703549,57480,63030,-1.916135174,81500.30373,81500.30373,1.116174803,119,-0.025059096,-0.07301848,0.001086832,-0.04565172,-0.142075879,0,0.265,0.42,-0.342,0.37,0.254,0.917,0.406441718,0.845070423,-0.271644162,0.676416819,0.383107089,0,0.34106291,0.612517446,-0.316965562,0.51665867,0.324332482,0,119,0.178444096,1.116174803,0,1,0,0,1,0,0,0.652,0.594805697,1.259,0.547,0.922347646,0,0.89,0,0.16443302,0,0,0.281182098,0,0,0.652,0,1.259,0.547,0,0,0.89,0,0,0,0,0,0,0,2,13,5,2,24,8,0.196456177,57480,79548,190176,68514,109068,-0.1945,160236,2,80118,6,0,0,1,1,1,1,1,0
